signal,evenement_id,ticker,date,sens,secteur,intensite
congres,John Boozman|ALB|2026-06-16,ALB,2026-06-16,achat,Materials,1.0
congres,John Boozman|SCHP|2026-06-16,SCHP,2026-06-16,achat,,1.0
congres,John Boozman|MBB|2026-06-16,MBB,2026-06-16,vente,,1.0
congres,John Boozman|MBB|2026-06-16,MBB,2026-06-16,achat,,1.0
congres,John Boozman|ACN|2026-06-16,ACN,2026-06-16,vente,Information Technology,1.0
congres,John Boozman|IVV|2026-06-16,IVV,2026-06-16,vente,,1.0
congres,Jerry Moran|GOOGL|2026-06-25,GOOGL,2026-06-25,vente,Communication Services,1.0
congres,Dave McCormick|GS|2026-06-27,GS,2026-06-27,achat,Financials,1.0
congres,Mitch McConnell|WFC|2026-06-30,WFC,2026-06-30,achat,Financials,1.0
congres,John Curtis|UBS|2026-06-30,UBS,2026-06-30,achat,,1.0
congres,Gary Peters|T|2026-07-02,T,2026-07-02,achat,Communication Services,1.0
congres,Shelley Moore Capito|C|2026-07-06,C,2026-07-06,vente,Financials,1.0
congres,Sheldon Whitehouse|COHR|2026-07-08,COHR,2026-07-08,achat,Information Technology,1.0
congres,Sheldon Whitehouse|MU|2026-07-08,MU,2026-07-08,achat,Information Technology,1.0
congres,Sheldon Whitehouse|CCI|2026-07-08,CCI,2026-07-08,vente,Real Estate,1.0
congres,Sheldon Whitehouse|AAPL|2026-07-08,AAPL,2026-07-08,vente,Information Technology,1.0
congres,Sheldon Whitehouse|NVDA|2026-07-08,NVDA,2026-07-08,vente,Information Technology,1.0
congres,Ro Khanna|UBER|2026-07-08,UBER,2026-07-08,achat,Industrials,1.0
congres,April Delaney|MIDD|2026-07-08,MIDD,2026-07-08,vente,,1.0
congres,Ro Khanna|CTAS|2026-07-08,CTAS,2026-07-08,achat,Industrials,1.0
congres,Ro Khanna|ROK|2026-07-08,ROK,2026-07-08,vente,Industrials,1.0
congres,Ro Khanna|ODFL|2026-07-08,ODFL,2026-07-08,achat,Industrials,1.0
congres,Ro Khanna|AVGO|2026-07-08,AVGO,2026-07-08,achat,Information Technology,1.0
congres,Ro Khanna|USB|2026-07-08,USB,2026-07-08,achat,Financials,1.0
congres,Ro Khanna|AJG|2026-07-08,AJG,2026-07-08,achat,Financials,1.0
congres,Ro Khanna|WMT|2026-07-08,WMT,2026-07-08,achat,Consumer Staples,1.0
congres,April Delaney|WAB|2026-07-08,WAB,2026-07-08,vente,Industrials,1.0
congres,Ro Khanna|JPM|2026-07-08,JPM,2026-07-08,achat,Financials,1.0
congres,Ro Khanna|TMUS|2026-07-08,TMUS,2026-07-08,achat,Communication Services,1.0
congres,Ro Khanna|KMB|2026-07-08,KMB,2026-07-08,achat,Consumer Staples,1.0
congres,Ro Khanna|AMGN|2026-07-08,AMGN,2026-07-08,achat,Health Care,1.0
congres,Ro Khanna|BMO|2026-07-08,BMO,2026-07-08,achat,,1.0
congres,Ro Khanna|GEHC|2026-07-08,GEHC,2026-07-08,achat,Health Care,1.0
congres,Ro Khanna|C|2026-07-08,C,2026-07-08,achat,Financials,1.0
congres,Ro Khanna|KO|2026-07-08,KO,2026-07-08,vente,Consumer Staples,1.0
congres,Ro Khanna|ABT|2026-07-08,ABT,2026-07-08,achat,Health Care,1.0
congres,Ro Khanna|AMZN|2026-07-08,AMZN,2026-07-08,achat,Consumer Discretionary,1.0
congres,April Delaney|ENTG|2026-07-08,ENTG,2026-07-08,achat,,1.0
congres,Ro Khanna|URI|2026-07-08,URI,2026-07-08,achat,Industrials,1.0
congres,Ro Khanna|CVS|2026-07-08,CVS,2026-07-08,achat,Health Care,1.0
congres,Ro Khanna|SHW|2026-07-08,SHW,2026-07-08,achat,Materials,1.0
contrat,N0002410C2229,HII,2010-06-30,attribution,Industrials,2704759379.0
contrat,N0001910C0002,LMT,2010-07-06,attribution,Industrials,4993929468.3
contrat,FA880810C0001,BA,2010-08-19,attribution,Industrials,3127786036.39
contrat,N0002411C2300,LMT,2010-12-29,attribution,Industrials,4980508595.15
contrat,N0001911C0020,LMT,2011-01-05,attribution,Industrials,1589570893.76
contrat,FA862511C6600,BA,2011-02-24,attribution,Industrials,31972918249.03
contrat,HT940211C0003,HUM,2011-03-03,attribution,Health Care,20451127096.53
contrat,HQ014711C0006,NOC,2011-03-07,attribution,Industrials,1510737189.71
contrat,FA862511C6597,LMT,2011-03-14,attribution,Industrials,4410630126.34
contrat,DESC0004645,NUE,2011-04-29,attribution,Materials,3900788934.07
contrat,0006,BA,2011-05-13,attribution,Industrials,1655050154.0
contrat,N0001911C0083,LMT,2011-08-08,attribution,Industrials,7186135705.16
contrat,0001,BA,2011-10-01,attribution,Industrials,3679519282.56
contrat,FA861512C6012,LMT,2011-12-02,attribution,Industrials,1504761364.98
contrat,NSFDACS1219442,LDOS,2011-12-23,attribution,Industrials,3088721029.93
contrat,N0001912C2001,BA,2011-12-29,attribution,Industrials,7337457221.95
contrat,HQ014712C0004,BA,2011-12-30,attribution,Industrials,6466627868.26
contrat,FA862512C6598,NOC,2012-02-17,attribution,Industrials,1603584166.83
contrat,FA863412C2651,BA,2012-03-08,attribution,Industrials,11204226412.65
contrat,HT940212C0001,UNH,2012-03-20,attribution,Health Care,13145560374.49
contrat,FA880812C0010,LMT,2012-05-15,attribution,Industrials,2011989206.93
contrat,N0001912C0004,LMT,2012-06-15,attribution,Industrials,5597451611.0
contrat,FA850512C0001,BA,2012-06-22,attribution,Industrials,2806532949.46
contrat,N0003012C0101,LMT,2012-07-06,attribution,Industrials,1676646362.0
contrat,N0001912C0112,BA,2012-08-31,attribution,Industrials,5544117634.23
contrat,FA861512C6016,LMT,2012-09-28,attribution,Industrials,2881255653.08
contrat,0005,BA,2012-10-01,attribution,Industrials,2285494120.08
contrat,FA881013C0001,LMT,2013-02-19,attribution,Industrials,2491233025.25
contrat,N0001913C0008,LMT,2013-02-28,attribution,Industrials,6035358369.47
contrat,N0002413C5116,LMT,2013-03-04,attribution,Industrials,1812244593.06
contrat,FA881013C0002,LMT,2013-03-15,attribution,Industrials,2194921223.67
contrat,N0002413C2108,HII,2013-03-29,attribution,Industrials,2676691465.0
contrat,N0001913C0023,TXT,2013-04-01,attribution,Industrials,1782171428.98
contrat,HSCG2313CADB014,HII,2013-04-30,attribution,Industrials,1654352379.0
contrat,W31P4Q13C0129,LMT,2013-05-17,attribution,Industrials,1415941922.87
contrat,N0001913C9999,NOC,2013-05-20,attribution,Industrials,5375141527.12
contrat,N0002413C2307,HII,2013-06-03,attribution,Industrials,3345822881.0
contrat,W58RGZ13C0002,BA,2013-06-10,attribution,Industrials,4864238445.89
contrat,W15QKN13C0074,NOC,2013-08-30,attribution,Industrials,1490942764.8
contrat,FA880214C0001,GE,2013-10-01,attribution,Industrials,4288177894.35
contrat,FA862514C6450,LMT,2013-12-09,attribution,Industrials,5934097111.63
contrat,W31P4Q14C0034,LMT,2013-12-31,attribution,Industrials,4241697570.25
contrat,N0001914C0002,LMT,2014-03-26,attribution,Industrials,6998362070.51
contrat,HHSD200201458150C,MRK,2014-03-27,attribution,Health Care,1480605083.86
contrat,W58RGZ14C0018,BA,2014-04-24,attribution,Industrials,1491571063.47
contrat,N0001914C0004,RTX,2014-05-02,attribution,Industrials,1540870365.89
contrat,N0001914C0032,BA,2014-06-30,attribution,Industrials,3154449062.9
contrat,N0001914C0067,BA,2014-08-14,attribution,Industrials,18111838529.78
contrat,N0001915C0031,LMT,2014-10-28,attribution,Industrials,1764499475.16
contrat,EDFSA15C0006,ACN,2015-03-05,attribution,Information Technology,1507684723.07
contrat,N0001915C0004,RTX,2015-04-30,attribution,Industrials,2213245788.81
contrat,N0001915C0003,LMT,2015-06-04,attribution,Industrials,10550927664.07
contrat,N0002415C2114,HII,2015-06-05,attribution,Industrials,4504997386.12
contrat,N0003015C0100,LMT,2015-07-07,attribution,Industrials,1533695409.0
contrat,DENA0002839,HON,2015-07-09,attribution,Industrials,17488650862.28
contrat,N0002415C4301,HII,2015-08-14,attribution,Industrials,1514555869.0
contrat,N0001915C0114,LMT,2015-08-31,attribution,Industrials,1621042892.68
contrat,NNH15CN76C,NOC,2015-09-03,attribution,Industrials,1614792955.3
contrat,W31P4Q15C0151,LMT,2015-09-15,attribution,Industrials,1841506960.81
contrat,FA863416C2653,BA,2015-10-30,attribution,Industrials,1397282803.14
contrat,N0002416C2431,HII,2015-12-04,attribution,Industrials,2997306665.94
contrat,N0001916C0033,LMT,2015-12-22,attribution,Industrials,12269145508.23
contrat,FA862516C6599,BA,2016-01-29,attribution,Industrials,4018013174.81
contrat,W58RGZ16C0023,BA,2016-03-21,attribution,Industrials,7465915207.31
contrat,N0002416C2116,HII,2016-05-23,attribution,Industrials,12721654557.85
contrat,N0002416C2427,HII,2016-06-30,attribution,Industrials,3319287897.4
contrat,FA862616C2139,RTX,2016-06-30,attribution,Industrials,1651199673.57
contrat,HT940216C0001,HUM,2016-07-29,attribution,Health Care,51269205263.03
contrat,HSCG2316CADB016,HII,2016-08-30,attribution,Industrials,1460701662.72
contrat,N0001917C0020,RTX,2016-11-08,attribution,Industrials,2682738779.93
contrat,N0001917C0010,RTX,2016-11-30,attribution,Industrials,1838656695.12
contrat,W31P4Q17C0006,LMT,2016-12-22,attribution,Industrials,2853603995.4
contrat,N0001917C0015,BA,2016-12-28,attribution,Industrials,6597245392.74
contrat,N0001917C0003,BA,2017-02-27,attribution,Industrials,2444992704.44
contrat,N0001917C0045,LMT,2017-02-28,attribution,Industrials,1443726578.57
contrat,HQ014717C0032,LMT,2017-03-27,attribution,Industrials,9080516982.62
contrat,HHSD200201793273C,MRK,2017-03-30,attribution,Health Care,1453663189.8
contrat,N0001917C0001,LMT,2017-04-28,attribution,Industrials,35135514910.2
contrat,FA861517C6047,NOC,2017-05-31,attribution,Industrials,1730517759.3
contrat,N0002417C2105,HII,2017-09-01,attribution,Industrials,3038709104.53
contrat,N0002418C2300,LMT,2017-10-06,attribution,Industrials,1629900048.52
contrat,FA820518F0001,LMT,2017-12-21,attribution,Industrials,3667251155.64
contrat,FA863418C2701,BA,2017-12-22,attribution,Industrials,6979382395.76
contrat,N0001918C1037,NOC,2018-02-22,attribution,Industrials,8478019987.67
contrat,N0002418C2301,LMT,2018-03-02,attribution,Industrials,3358164279.83
contrat,N0001918C1021,RTX,2018-03-23,attribution,Industrials,8688654906.89
contrat,W31P4Q18C0049,LMT,2018-04-27,attribution,Industrials,3058790659.63
contrat,N0001918C1041,LMT,2018-04-30,attribution,Industrials,1914366871.75
contrat,N0001918C1046,BA,2018-05-08,attribution,Industrials,5496533530.53
contrat,36C10B18N0003,ORCL,2018-05-17,attribution,Information Technology,1496628663.21
contrat,N0001918C1048,LMT,2018-05-24,attribution,Industrials,2097972895.35
contrat,FA881018C0006,NOC,2018-06-25,attribution,Industrials,3443980501.13
contrat,N0001918C1060,BA,2018-06-27,attribution,Industrials,1518660771.0
contrat,FA862518F7028,LMT,2018-07-18,attribution,Industrials,1949541131.1
contrat,FA862518F7027,LMT,2018-07-19,attribution,Industrials,3809704361.36
contrat,N0002418C2406,HII,2018-08-02,attribution,Industrials,4722995757.0
contrat,FA881018C0005,LMT,2018-08-14,attribution,Industrials,7442421586.72
contrat,N0001918C1012,BA,2018-08-30,attribution,Industrials,1806623532.79
contrat,19AQMM18C0185,GD,2018-09-05,attribution,Industrials,1585600444.54
contrat,FA873918C5030,BA,2018-09-24,attribution,Industrials,1391899887.04
contrat,FA880718C0009,LMT,2018-09-26,attribution,Industrials,4094453903.35
contrat,N0002418C2307,HII,2018-09-27,attribution,Industrials,6890109591.74
contrat,W31P4Q18C0130,LMT,2018-09-29,attribution,Industrials,3158372223.06
contrat,FA880219C0001,GE,2018-10-01,attribution,Industrials,8435320333.07
contrat,N0001919C0013,LMT,2018-11-14,attribution,Industrials,2356006918.46
contrat,N0001919C0010,LMT,2018-11-15,attribution,Industrials,4329669752.97
contrat,N0003019C0025,LMT,2018-12-20,attribution,Industrials,4008737351.62
contrat,W31P4Q19C0011,LMT,2018-12-21,attribution,Industrials,4583057418.88
contrat,N0001919F2474,LMT,2018-12-27,attribution,Industrials,1940842446.62
contrat,HQ014719C0004,BA,2019-03-18,attribution,Industrials,4442838457.3
contrat,N0001919C0008,NOC,2019-05-29,attribution,Industrials,1811548807.37
contrat,M6785419C0043,NOC,2019-06-07,attribution,Industrials,1511353721.66
contrat,W31P4Q19C0076,LMT,2019-09-12,attribution,Industrials,1694838191.74
contrat,80MSFC20C0052,BA,2019-10-16,attribution,Industrials,2593215439.0
contrat,N0001920C0009,LMT,2019-11-26,attribution,Industrials,30140182630.06
contrat,FA861120F1010,RTX,2019-12-18,attribution,Industrials,1573148446.22
contrat,N0001920C0006,LMT,2019-12-30,attribution,Industrials,1857559785.7
contrat,N0001920C0011,RTX,2020-03-23,attribution,Industrials,7498605067.74
contrat,75A50120C00034,MRNA,2020-04-03,attribution,Health Care,1754345480.45
contrat,W31P4Q20C0023,LMT,2020-04-30,attribution,Industrials,10478694385.9
contrat,N0002420C2437,HII,2020-04-30,attribution,Industrials,3155693794.0
contrat,N0001920C0003,BA,2020-05-13,attribution,Industrials,2058655011.17
contrat,N0001920C0032,LMT,2020-07-17,attribution,Industrials,1904520982.28
contrat,W911QY20C0100,MRNA,2020-08-11,attribution,Health Care,8204906278.12
contrat,FA861520F0001,LMT,2020-08-14,attribution,Industrials,5212953429.32
contrat,75N91020F00003,LDOS,2020-08-31,attribution,Industrials,1775380496.13
contrat,FA821920C0006,NOC,2020-09-08,attribution,Industrials,13396478923.19
contrat,N0002420C5519,NOC,2020-09-30,attribution,Industrials,1409895949.82
contrat,HQ085121C0001,LMT,2020-10-02,attribution,Industrials,1453527651.73
contrat,HQ085121C0002,LMT,2020-10-30,attribution,Industrials,1401875693.1
contrat,N0001921C0011,RTX,2020-11-30,attribution,Industrials,4865962075.84
contrat,W15QKN21C0012,PFE,2020-12-22,attribution,Health Care,11110134065.68
contrat,N0001921C0020,LMT,2020-12-28,attribution,Industrials,7953264130.5
contrat,W15QKN21C0014,REGN,2021-01-12,attribution,Health Care,5565000000.0
contrat,N0002421C2106,HII,2021-02-19,attribution,Industrials,3746462276.67
contrat,HQ085621C0001,LMT,2021-03-24,attribution,Industrials,5087761430.18
contrat,HQ085621C0003,NOC,2021-03-24,attribution,Industrials,2395436919.18
contrat,FA882321C0001,LMT,2021-06-04,attribution,Industrials,1424651424.09
contrat,W911QY21C0031,MRK,2021-06-07,attribution,Health Care,2205000834.0
contrat,W58RGZ21C0015,BA,2021-06-18,attribution,Industrials,3473342446.55
contrat,693KA821F00222,LHX,2021-07-01,attribution,Industrials,2099573343.09
contrat,W58P0521C0002,PFE,2021-07-30,attribution,Health Care,4150835100.0
contrat,N0003022C1025,LMT,2021-11-10,attribution,Industrials,2512869709.63
contrat,W58P0522C0001,PFE,2021-11-17,attribution,Health Care,12549999847.5
contrat,N0001922F0030,BA,2022-03-02,attribution,Industrials,1553797869.15
contrat,N0001922C0041,LMT,2022-05-17,attribution,Industrials,1805581836.44
contrat,W58P0522C0016,PFE,2022-06-29,attribution,Health Care,4038717531.97
contrat,W58P0522C0017,MRNA,2022-07-29,attribution,Health Care,1788399999.0
contrat,FA862522F3027,LMT,2022-08-16,attribution,Industrials,1865607013.0
contrat,36C10B22N0051EHRM,ORCL,2022-09-28,attribution,Information Technology,1424879474.43
contrat,FA863422F0035,BA,2022-09-29,attribution,Industrials,2039776433.36
contrat,W31P4Q23F0006,LMT,2022-10-21,attribution,Industrials,1611793487.23
contrat,W31P4Q23F0024,LMT,2022-10-31,attribution,Industrials,2489288587.67
contrat,W58RGZ23C0001,TXT,2022-12-05,attribution,Industrials,3967917594.64
contrat,N0001923F0002,LMT,2022-12-16,attribution,Industrials,2198479923.74
contrat,FA820523F0501,LMT,2022-12-21,attribution,Industrials,3150012905.32
contrat,HT940223C0001,HUM,2022-12-22,attribution,Health Care,8302380861.43
contrat,N0001923C0003,LMT,2022-12-23,attribution,Industrials,24500661983.0
contrat,FA873023C0025,BA,2023-02-28,attribution,Industrials,2733467927.0
contrat,W31P4Q23C0005,LMT,2023-03-30,attribution,Industrials,2213842633.09
contrat,N0002423C2307,HII,2023-08-01,attribution,Industrials,6988080141.83
contrat,N0002423C2452,TXT,2023-08-04,attribution,Industrials,1436316386.0
contrat,FA863423F0048,BA,2023-09-28,attribution,Industrials,3933015048.3
contrat,N0001923C0030,RTX,2023-09-28,attribution,Industrials,2802401490.66
contrat,FA862524F3034,LMT,2023-12-21,attribution,Industrials,1564462687.0
contrat,N0001924C0025,BA,2024-02-29,attribution,Industrials,2739718834.0
contrat,N0001924C0039,LMT,2024-06-27,attribution,Industrials,7379699098.0
contrat,W31P4Q24C0022,LMT,2024-06-28,attribution,Industrials,9852834751.99
contrat,W31P4Q24F0165,LMT,2024-07-01,attribution,Industrials,2801151369.39
contrat,N0003024C0100,LMT,2024-09-12,attribution,Industrials,2876623988.0
contrat,N0002424C2473,HII,2024-09-24,attribution,Industrials,2067000000.0
contrat,FA868224CB001,LMT,2024-09-27,attribution,Industrials,7202488023.22
contrat,N0001925C0070,LMT,2024-11-22,attribution,Industrials,4144374176.0
contrat,W31P4Q25F0080,LMT,2025-06-23,attribution,Industrials,1448823842.98
contrat,36C24026K1002,MCK,2025-11-01,attribution,Health Care,1406868182.35
contrat,W58RGZ26C0002,BA,2025-11-25,attribution,Industrials,2295831204.0
contrat,FA860926FB002,BA,2026-02-27,attribution,Industrials,1484114000.0
contrat,36C24026K1008,MCK,2026-05-01,attribution,Health Care,1398025092.11
regulation,2024-08735,AAPL,2024-05-03,significant,Information Technology,2.0
regulation,2024-08735,MSFT,2024-05-03,significant,Information Technology,2.0
regulation,2024-08735,NVDA,2024-05-03,significant,Information Technology,2.0
regulation,2024-08735,AVGO,2024-05-03,significant,Information Technology,2.0
regulation,2024-08735,AMD,2024-05-03,significant,Information Technology,2.0
regulation,2024-08913,AAPL,2024-05-06,standard,Information Technology,1.0
regulation,2024-08913,MSFT,2024-05-06,standard,Information Technology,1.0
regulation,2024-08913,NVDA,2024-05-06,standard,Information Technology,1.0
regulation,2024-08913,AVGO,2024-05-06,standard,Information Technology,1.0
regulation,2024-08913,AMD,2024-05-06,standard,Information Technology,1.0
regulation,2024-09171,AAPL,2024-05-07,significant,Information Technology,2.0
regulation,2024-09171,MSFT,2024-05-07,significant,Information Technology,2.0
regulation,2024-09171,NVDA,2024-05-07,significant,Information Technology,2.0
regulation,2024-09171,AVGO,2024-05-07,significant,Information Technology,2.0
regulation,2024-09171,AMD,2024-05-07,significant,Information Technology,2.0
regulation,2024-08001,AAPL,2024-05-07,significant,Information Technology,2.0
regulation,2024-08001,MSFT,2024-05-07,significant,Information Technology,2.0
regulation,2024-08001,NVDA,2024-05-07,significant,Information Technology,2.0
regulation,2024-08001,AVGO,2024-05-07,significant,Information Technology,2.0
regulation,2024-08001,AMD,2024-05-07,significant,Information Technology,2.0
regulation,2024-09233,AAPL,2024-05-09,standard,Information Technology,1.0
regulation,2024-09233,MSFT,2024-05-09,standard,Information Technology,1.0
regulation,2024-09233,NVDA,2024-05-09,standard,Information Technology,1.0
regulation,2024-09233,AVGO,2024-05-09,standard,Information Technology,1.0
regulation,2024-09233,AMD,2024-05-09,standard,Information Technology,1.0
regulation,2024-10485,AAPL,2024-05-14,standard,Information Technology,1.0
regulation,2024-10485,MSFT,2024-05-14,standard,Information Technology,1.0
regulation,2024-10485,NVDA,2024-05-14,standard,Information Technology,1.0
regulation,2024-10485,AVGO,2024-05-14,standard,Information Technology,1.0
regulation,2024-10485,AMD,2024-05-14,standard,Information Technology,1.0
regulation,2024-10632,AAPL,2024-05-15,significant,Information Technology,2.0
regulation,2024-10632,MSFT,2024-05-15,significant,Information Technology,2.0
regulation,2024-10632,NVDA,2024-05-15,significant,Information Technology,2.0
regulation,2024-10632,AVGO,2024-05-15,significant,Information Technology,2.0
regulation,2024-10632,AMD,2024-05-15,significant,Information Technology,2.0
regulation,2024-07873,AAPL,2024-05-20,standard,Information Technology,1.0
regulation,2024-07873,MSFT,2024-05-20,standard,Information Technology,1.0
regulation,2024-07873,NVDA,2024-05-20,standard,Information Technology,1.0
regulation,2024-07873,AVGO,2024-05-20,standard,Information Technology,1.0
regulation,2024-07873,AMD,2024-05-20,standard,Information Technology,1.0
regulation,2024-11761,AAPL,2024-05-29,standard,Information Technology,1.0
regulation,2024-11761,MSFT,2024-05-29,standard,Information Technology,1.0
regulation,2024-11761,NVDA,2024-05-29,standard,Information Technology,1.0
regulation,2024-11761,AVGO,2024-05-29,standard,Information Technology,1.0
regulation,2024-11761,AMD,2024-05-29,standard,Information Technology,1.0
regulation,2024-12620,AAPL,2024-06-11,standard,Information Technology,1.0
regulation,2024-12620,MSFT,2024-06-11,standard,Information Technology,1.0
regulation,2024-12620,NVDA,2024-06-11,standard,Information Technology,1.0
regulation,2024-12620,AVGO,2024-06-11,standard,Information Technology,1.0
regulation,2024-12620,AMD,2024-06-11,standard,Information Technology,1.0
regulation,2024-10341,AAPL,2024-06-12,standard,Information Technology,1.0
regulation,2024-10341,MSFT,2024-06-12,standard,Information Technology,1.0
regulation,2024-10341,NVDA,2024-06-12,standard,Information Technology,1.0
regulation,2024-10341,AVGO,2024-06-12,standard,Information Technology,1.0
regulation,2024-10341,AMD,2024-06-12,standard,Information Technology,1.0
regulation,2024-12643,AAPL,2024-06-14,significant,Information Technology,2.0
regulation,2024-12643,MSFT,2024-06-14,significant,Information Technology,2.0
regulation,2024-12643,NVDA,2024-06-14,significant,Information Technology,2.0
regulation,2024-12643,AVGO,2024-06-14,significant,Information Technology,2.0
regulation,2024-12643,AMD,2024-06-14,significant,Information Technology,2.0
regulation,2024-13819,AAPL,2024-06-26,significant,Information Technology,2.0
regulation,2024-13819,MSFT,2024-06-26,significant,Information Technology,2.0
regulation,2024-13819,NVDA,2024-06-26,significant,Information Technology,2.0
regulation,2024-13819,AVGO,2024-06-26,significant,Information Technology,2.0
regulation,2024-13819,AMD,2024-06-26,significant,Information Technology,2.0
regulation,2024-14491,AAPL,2024-07-05,standard,Information Technology,1.0
regulation,2024-14491,MSFT,2024-07-05,standard,Information Technology,1.0
regulation,2024-14491,NVDA,2024-07-05,standard,Information Technology,1.0
regulation,2024-14491,AVGO,2024-07-05,standard,Information Technology,1.0
regulation,2024-14491,AMD,2024-07-05,standard,Information Technology,1.0
regulation,2024-13923,AAPL,2024-07-05,significant,Information Technology,2.0
regulation,2024-13923,MSFT,2024-07-05,significant,Information Technology,2.0
regulation,2024-13923,NVDA,2024-07-05,significant,Information Technology,2.0
regulation,2024-13923,AVGO,2024-07-05,significant,Information Technology,2.0
regulation,2024-13923,AMD,2024-07-05,significant,Information Technology,2.0
regulation,2024-15370,AAPL,2024-07-22,standard,Information Technology,1.0
regulation,2024-15370,MSFT,2024-07-22,standard,Information Technology,1.0
regulation,2024-15370,NVDA,2024-07-22,standard,Information Technology,1.0
regulation,2024-15370,AVGO,2024-07-22,standard,Information Technology,1.0
regulation,2024-15370,AMD,2024-07-22,standard,Information Technology,1.0
regulation,2024-18259,AAPL,2024-08-20,standard,Information Technology,1.0
regulation,2024-18259,MSFT,2024-08-20,standard,Information Technology,1.0
regulation,2024-18259,NVDA,2024-08-20,standard,Information Technology,1.0
regulation,2024-18259,AVGO,2024-08-20,standard,Information Technology,1.0
regulation,2024-18259,AMD,2024-08-20,standard,Information Technology,1.0
regulation,2024-19130,AAPL,2024-08-27,standard,Information Technology,1.0
regulation,2024-19130,MSFT,2024-08-27,standard,Information Technology,1.0
regulation,2024-19130,NVDA,2024-08-27,standard,Information Technology,1.0
regulation,2024-19130,AVGO,2024-08-27,standard,Information Technology,1.0
regulation,2024-19130,AMD,2024-08-27,standard,Information Technology,1.0
regulation,2024-14824,AAPL,2024-08-30,significant,Information Technology,2.0
regulation,2024-14824,MSFT,2024-08-30,significant,Information Technology,2.0
regulation,2024-14824,NVDA,2024-08-30,significant,Information Technology,2.0
regulation,2024-14824,AVGO,2024-08-30,significant,Information Technology,2.0
regulation,2024-14824,AMD,2024-08-30,significant,Information Technology,2.0
regulation,2024-19927,AAPL,2024-09-06,standard,Information Technology,1.0
regulation,2024-19927,MSFT,2024-09-06,standard,Information Technology,1.0
regulation,2024-19927,NVDA,2024-09-06,standard,Information Technology,1.0
regulation,2024-19927,AVGO,2024-09-06,standard,Information Technology,1.0
regulation,2024-19927,AMD,2024-09-06,standard,Information Technology,1.0
regulation,2024-19633,AAPL,2024-09-06,significant,Information Technology,2.0
regulation,2024-19633,MSFT,2024-09-06,significant,Information Technology,2.0
regulation,2024-19633,NVDA,2024-09-06,significant,Information Technology,2.0
regulation,2024-19633,AVGO,2024-09-06,significant,Information Technology,2.0
regulation,2024-19633,AMD,2024-09-06,significant,Information Technology,2.0
regulation,2024-20191,AAPL,2024-09-11,significant,Information Technology,2.0
regulation,2024-20191,MSFT,2024-09-11,significant,Information Technology,2.0
regulation,2024-20191,NVDA,2024-09-11,significant,Information Technology,2.0
regulation,2024-20191,AVGO,2024-09-11,significant,Information Technology,2.0
regulation,2024-20191,AMD,2024-09-11,significant,Information Technology,2.0
regulation,2024-20602,AAPL,2024-09-16,significant,Information Technology,2.0
regulation,2024-20602,MSFT,2024-09-16,significant,Information Technology,2.0
regulation,2024-20602,NVDA,2024-09-16,significant,Information Technology,2.0
regulation,2024-20602,AVGO,2024-09-16,significant,Information Technology,2.0
regulation,2024-20602,AMD,2024-09-16,significant,Information Technology,2.0
regulation,2024-18603,AAPL,2024-09-24,standard,Information Technology,1.0
regulation,2024-18603,MSFT,2024-09-24,standard,Information Technology,1.0
regulation,2024-18603,NVDA,2024-09-24,standard,Information Technology,1.0
regulation,2024-18603,AVGO,2024-09-24,standard,Information Technology,1.0
regulation,2024-18603,AMD,2024-09-24,standard,Information Technology,1.0
regulation,2024-21798,AAPL,2024-09-25,standard,Information Technology,1.0
regulation,2024-21798,MSFT,2024-09-25,standard,Information Technology,1.0
regulation,2024-21798,NVDA,2024-09-25,standard,Information Technology,1.0
regulation,2024-21798,AVGO,2024-09-25,standard,Information Technology,1.0
regulation,2024-21798,AMD,2024-09-25,standard,Information Technology,1.0
regulation,2024-22060,AAPL,2024-09-27,significant,Information Technology,2.0
regulation,2024-22060,MSFT,2024-09-27,significant,Information Technology,2.0
regulation,2024-22060,NVDA,2024-09-27,significant,Information Technology,2.0
regulation,2024-22060,AVGO,2024-09-27,significant,Information Technology,2.0
regulation,2024-22060,AMD,2024-09-27,significant,Information Technology,2.0
regulation,2024-22587,AAPL,2024-10-02,standard,Information Technology,1.0
regulation,2024-22587,MSFT,2024-10-02,standard,Information Technology,1.0
regulation,2024-22587,NVDA,2024-10-02,standard,Information Technology,1.0
regulation,2024-22587,AVGO,2024-10-02,standard,Information Technology,1.0
regulation,2024-22587,AMD,2024-10-02,standard,Information Technology,1.0
regulation,2024-21967,AAPL,2024-10-11,significant,Information Technology,2.0
regulation,2024-21967,MSFT,2024-10-11,significant,Information Technology,2.0
regulation,2024-21967,NVDA,2024-10-11,significant,Information Technology,2.0
regulation,2024-21967,AVGO,2024-10-11,significant,Information Technology,2.0
regulation,2024-21967,AMD,2024-10-11,significant,Information Technology,2.0
regulation,2024-23809,AAPL,2024-10-18,standard,Information Technology,1.0
regulation,2024-23809,MSFT,2024-10-18,standard,Information Technology,1.0
regulation,2024-23809,NVDA,2024-10-18,standard,Information Technology,1.0
regulation,2024-23809,AVGO,2024-10-18,standard,Information Technology,1.0
regulation,2024-23809,AMD,2024-10-18,standard,Information Technology,1.0
regulation,2024-23857,AAPL,2024-10-23,standard,Information Technology,1.0
regulation,2024-23857,MSFT,2024-10-23,standard,Information Technology,1.0
regulation,2024-23857,NVDA,2024-10-23,standard,Information Technology,1.0
